name,review_count,categories,rating,coordinates,price
Meet Fresh,428,"desserts,shavedice,bubbletea",3.0,"37.5032112218375,-121.976278407313",$$
Tastea,195,"bubbletea,coffee,juicebars",4.0,"37.525087,-122.0064443",$$
Milk & Honey Cafe,615,"bubbletea,chinese,taiwanese",3.5,"37.57537,-122.04262",$$
TeaZenTea Fremont,169,"bubbletea,juicebars,coffee",4.0,"37.532599,-121.919505",$$
TeaZenTea Newark,27,"bubbletea,juicebars,coffee",4.0,"37.54074,-122.02604",$$
Bober Tea,71,"bubbletea,coffee",3.5,"37.65668,-121.9001",
Milkcow,1120,"icecream,desserts",3.5,"37.504344,-121.976294",$
Quickly,53,"bubbletea,hotdogs,chicken_wings",3.0,"37.63196,-122.09605",$
Jenjon's Cafe,482,"coffee,sandwiches,vietnamese",4.0,"37.589058513675,-122.01876368886",$
Joy4tea,206,"bubbletea,juicebars,tea",3.5,"37.5894163879108,-122.067683412499",$$
Boba Queen,190,"bubbletea,juicebars,taiwanese",3.5,"37.5757,-122.03977",$
Happy Lemon,136,"tea,bubbletea,juicebars",4.0,"37.5236813,-122.0057602",$$
Delicious Donuts and Bagels,156,"donuts,coffee,bagels",4.5,"37.55141,-122.05043",$$
Tasty Pot,869,"taiwanese,hotpot,bubbletea",4.0,"37.5508,-122.0509",$$
Ume Tea,46,bubbletea,2.5,"37.5235201533277,-122.007064259259",$
Boba Nation,14,"bubbletea,acaibowls,juicebars",4.0,"37.6510232929182,-122.10182",
Tata Teahouse,263,"coffee,juicebars,bubbletea",3.0,"37.543782,-121.986825",$
Tao‘s Fresh,84,"asianfusion,bubbletea,bbq",4.5,"37.5491147,-122.0506867",$$
Tea Six,513,"coffee,taiwanese,bubbletea",3.5,"37.57509,-122.0386",$
Umi Tea,47,bubbletea,4.0,"37.5263,-121.91828",$$
FroZone Gelato,56,"icecream,bubbletea,gelato",3.0,"37.5987578871446,-122.070314884186",$
Pop Churros,520,"icecream,bubbletea,chicken_wings",4.0,"37.5250721568379,-122.006444446743",$
Boba Nation,15,"bubbletea,juicebars,acaibowls",4.0,"37.5251905,-121.9977369",
Bay Bridge Coffee and Tea,3,"coffee,bubbletea,foodstands",2.5,"37.63828,-122.07142",
Tapioca Express,40,"bubbletea,coffee,juicebars",3.5,"37.52311,-121.97042",$
Yugo Ramen,647,"ramen,bubbletea",4.0,"37.526262,-122.002054",$$
Crepe Bar,113,"newamerican,bubbletea,creperies",4.0,"37.5282308,-122.0002458",$
Pho 99 Vietnamese Cuisine,405,vietnamese,3.5,"37.5749099,-122.0401389",$$
Pho Ty II,359,vietnamese,3.0,"37.6297334571988,-122.097222837566",$
Marina Food,176,intlgrocery,3.0,"37.5886923243781,-122.02290252179448",$$
New China,450,chinese,4.0,"37.5894905862731,-122.022330693769",$
Ohana Hawaiian BBQ,127,"hawaiian,bubbletea,coffee",2.5,"37.64837,-122.08999",$
Posh Bagel,224,bagels,3.5,"37.546489968770075,-121.98678821325304",$
Haleluya Ethiopian Gourmet,206,ethiopian,4.5,"37.54393,-121.9831",$$
Ace King BBQ,194,chinese,3.0,"37.523389,-122.006971",$$
Little Madfish,1121,"japanese,sushi",3.0,"37.5051218506152,-121.971489536185",$$
BayCha,13,"coffee,bubbletea,fooddeliveryservices",4.5,"37.7257663,-122.1568554",
i-Tea,504,"bubbletea,tea,juicebars",4.0,"37.722769,-122.154214",$$
Happy Lemon,6,"bubbletea,juicebars,desserts",4.5,"37.82769660222295,-122.2505114",
8-Twelve Oriental Market,340,"creperies,juicebars,icecream",4.0,"37.7310477,-122.1605656",$
i-Tea,580,"juicebars,coffee,tea",4.0,"37.695911,-122.072915",$$
T4,654,"tea,bubbletea,juicebars",3.0,"37.7238006022325,-122.154675069941",$
Mr Green Bubble,944,"coffee,bubbletea,juicebars",3.5,"37.828969,-122.249297",$$
Te'Amo Boba Tea x Mochi Donut,395,"bubbletea,donuts,coffee",4.0,"37.698,-122.07638",$$
Honey U,71,"bubbletea,juicebars",3.5,"37.724506,-122.154678",$$
Always Yours Bakery Cafe,319,"macarons,bakeries,bubbletea",4.5,"37.69625,-122.07763",$$
U Cha,284,"bubbletea,sandwiches",4.0,"37.6966168561137,-122.073475",$
One Milk Tea,12,"bubbletea,juicebars",4.0,"37.79050086764963,-122.2206049",
Yifang Taiwan Fruit Tea,193,bubbletea,4.0,"37.7574646724906,-122.254001143282",$$
Lake Chabot Public Market,198,"publicmarkets,desserts,panasian",4.5,"37.7087214016266,-122.09140509367",$$
Joe's Pho,1158,"vietnamese,bubbletea,sandwiches",4.0,"37.7034083339007,-122.129559465605",$$
Happy Lemon,218,"bubbletea,juicebars",3.5,"37.6877745392303,-122.13767404765967",$$
Ding Tea,121,"bubbletea,coffee,juicebars",4.0,"37.76353,-122.24319",
Tea So,82,"desserts,coffee,bubbletea",4.5,"37.6961077,-122.078579",$$
Ten Seconds Yunnan Rice Noodle,238,"chinese,noodles,bubbletea",4.0,"37.72401640131028,-122.15529735437458",$$
Hay Tea,145,"bubbletea,ramen,coffee",3.5,"37.69783,-122.13036",$
Sharetea,302,"coffee,bubbletea,juicebars",4.0,"37.687542918534035,-122.13614720213832",$
Tapioca Express,287,"coffee,bubbletea,juicebars",3.5,"37.7240536,-122.15515",$
BAMBU,137,"juicebars,bubbletea,vietnamese",3.5,"37.792712833,-122.2509255",$
Happy Lemon,106,"juicebars,bubbletea",3.5,"37.76567,-122.24228",$$
Quickly,55,"bubbletea,juicebars,chicken_wings",3.5,"37.8106217795691,-122.243926227093",$
i-Tea,122,"bubbletea,juicebars",4.5,"37.83601213626798,-122.12660782836105",$
i-Tea,379,"bubbletea,juicebars",3.0,"37.7673552038867,-122.240029983222",$$
Tea On Piedmont,65,"bubbletea,coffee,desserts",4.5,"37.82642,-122.252",$$
Tutti Frutti Montclair,56,icecream,3.5,"37.8261642,-122.2092056",$
Gong Cha,166,"bubbletea,coffee,juicebars",3.5,"37.76553,-122.24191",$$
Creative SIPS,9,"coffee,bubbletea,juicebars",4.5,"37.69478,-122.11366",
Asha Tea House,101,"bubbletea,tea",4.0,"37.8117,-122.26615",$$
Hanoi Chicken Noodle,355,"noodles,chinese,soup",4.0,"37.69982,-122.17564",$$
T4,183,"bubbletea,tea,juicebars",3.0,"37.70864,-122.09134",$
Gelato Firenze,258,"gelato,bubbletea,juicebars",4.0,"37.81106,-122.24718",$
Noodle Belly,56,noodles,4.5,"37.775595,-122.226643",$$
Quickly,127,"bubbletea,icecream,asianfusion",4.0,"37.794079,-122.2539059",$
Cafe Sorriso,310,"coffee,sandwiches",4.0,"37.7228,-122.155194",$
D T Dim Sum & Tea,464,"coffee,dimsum",3.5,"37.679444,-122.154684",$$
Quickly,68,"bubbletea,waffles",3.0,"37.69112,-122.151278",$
Sushi & More,133,"sushi,bubbletea,japanese",4.5,"37.76209,-122.24477",$$
Northern Chalet,24,"chinese,bubbletea,diners",4.5,"37.70619,-122.12935",$
United Paleteria Y Neveria,1,"icecream,bubbletea,juicebars",4.0,"37.71226,-122.13806",
Cam Huong Cafe,531,"vietnamese,delis,sandwiches",4.0,"37.79428,-122.25176",$
The Posh Bagel,203,"bakeries,bagels",3.0,"37.8262209,-122.2528797",$
Quickly,190,"asianfusion,bubbletea,juicebars",3.0,"37.6946571,-122.0740549",$
Sip of the World,3,"foodtrucks,bubbletea",4.5,"37.763607,-122.258202",$
Alameda Bagels & Donuts,119,"bagels,breakfast_brunch,sandwiches",4.0,"37.76168,-122.24525",$
The Posh Bagel,289,"bagels,breakfast_brunch,sandwiches",3.5,"37.69598,-122.07808",$
China Kitchen Express,27,"bubbletea,chinese",3.0,"37.7154007,-122.1423264",$
Mama Cho's BBQ,392,"bbq,korean",4.0,"37.7090915748087,-122.091475087125",$$
Donut Star & Star Wok Express,61,"chinese,donuts",3.0,"37.7739123,-122.2289549",$
The Burrow,199,bubbletea,4.5,"37.6834642,-122.4028888",$
BeauTea,209,"bubbletea,juicebars,icecream",4.0,"37.65527,-122.41202",$$
Milk Tea Lab,247,bubbletea,4.0,"37.6492971,-122.4296926",$
Coco3,202,"bubbletea,desserts,juicebars",4.5,"37.66553054050113,-122.45235629922176",$$
ZERO& SF Hayes,147,"coffee,desserts",4.5,"37.77654,-122.42358",
BoBop,19,"korean,bubbletea,gluten_free",4.5,"37.76113,-122.42184",$$
Aqua Club Dessert & Beverage,948,"desserts,bubbletea,juicebars",4.5,"37.62256,-122.41094",$
Truedan Skyline,361,bubbletea,4.0,"37.682254,-122.487348",
Truedan Westlake,276,"bubbletea,taiwanese",4.0,"37.699435,-122.482614",$
Pit Stop Boba Shop,459,"bubbletea,coffee,juicebars",4.5,"37.64351,-122.45347",$
85°C Bakery Cafe-Daly City,404,"coffee,cakeshop,bakeries",3.5,"37.6693782,-122.4708298",$$
Societea Teahouse & Eatery,251,"bubbletea,asianfusion,sandwiches",4.0,"37.622841,-122.410957",$
The Mochi Donut Shop Daly City,67,"donuts,bubbletea,seafood",4.0,"37.688675,-122.4669787",
Honeybear Boba,148,bubbletea,4.0,"37.75776,-122.38948",$$
Purple Kow,2513,"coffee,desserts,bubbletea",3.5,"37.775906,-122.497818",$$
Kiss My Boba,121,"coffee,bubbletea,donuts",4.0,"37.61834798760752,-122.409672",$$
Simple One Cafe,204,"cafes,desserts,bubbletea",4.0,"37.65014,-122.45387",$$
Happy Lemon,331,"bubbletea,juicebars,coffee",3.5,"37.63619550339208,-122.41785834033078",$$
Yifang Taiwan Fruit Tea - Colma,208,"bubbletea,juicebars,tea",3.5,"37.67446517,-122.46550933",$$
Eggettes,710,"coffee,desserts,bubbletea",4.0,"37.6491688678994,-122.43016067784167",$
Pineapple King Bakery,970,bakeries,4.5,"37.7634042091,-122.478450280618",$
ABC Chicken,31,"bubbletea,chickenshop,asianfusion",4.0,"37.72544,-122.40257",
Urban Ritual,950,"bubbletea,cafes",4.5,"37.77576,-122.42585",$
Sweet Cupz,44,"bubbletea,poke",4.0,"37.72453,-122.45788",$$
STIX,353,"hotdog,bubbletea,waffles",4.0,"37.74258,-122.48085",$
Happy Lemon,152,"juicebars,bubbletea",4.0,"37.669602,-122.46941",$$
Tea Plus Tea Bar,8,"bubbletea,juicebars,icecream",5.0,"37.72615,-122.43405",
Teaever,7,"bubbletea,coffee",2.0,"37.651443,-122.468541",
Matcha Cafe Maiko,248,"desserts,icecream,bubbletea",4.5,"37.728106,-122.4770808",
My Cup of Tea,249,"bubbletea,vietnamese",4.0,"37.7324479375044,-122.474476604064",$$
Ty Sandwich,497,"sandwiches,bubbletea",4.5,"37.720911,-122.4374776",$
Bobaville,452,"coffee,bubbletea,juicebars",3.5,"37.66737517,-122.46911233",$$
Hi Tea,79,bubbletea,3.5,"37.72908,-122.40389",$$
Mr. T Cafe,276,"coffee,juicebars,bubbletea",4.0,"37.72322,-122.43556",$$
Tpumps,1222,"coffee,bubbletea,juicebars",3.5,"37.7636264,-122.4785915",$
Yoma Cafe,40,"hotdogs,bubbletea,japacurry",5.0,"37.763876,-122.474333",$
Meet Fresh,508,"desserts,shavedice,bubbletea",3.0,"37.6696634,-122.4691035",$$
TS Cafe,123,"sandwiches,bubbletea,cafes",4.5,"37.72205594046743,-122.43711280247993",$
Stonemill Matcha,1165,"cafes,coffee,japanese",4.0,"37.76401,-122.4215",$$
Nameless Tea & Coffee,84,"coffee,bubbletea",3.5,"37.71601,-122.43948",$
Tea Hut,156,"bubbletea,coffee,juicebars",3.5,"37.73304,-122.48972",$$
i-Tea,522,"tea,juicebars,bubbletea",3.5,"37.7635307,-122.4811325",$
Wonderful Dessert & Cafe,1318,"candy,bubbletea,desserts",4.0,"37.7633252984489,-122.4799839282236",$$
OH Dessert Cafe,338,"desserts,coffee,bubbletea",4.0,"37.76322,-122.47851",$$
District Tea,363,"bubbletea,coffee,japanese",4.5,"37.7625055,-122.41963973183654",$$
FrosTea,194,"bubbletea,shavedsnow",3.5,"37.706946,-122.458761",$$
Project Boba,107,"bubbletea,desserts",4.5,"37.736819,-122.405298",
Yoji Tea House,21,"coffee,bubbletea,juicebars",3.5,"37.75839,-122.41955",
Quickly,249,"bubbletea,asianfusion,juicebars",2.0,"37.6436261,-122.4528791",$
Tea World,212,"bubbletea,icecream",3.5,"37.6337492,-122.4887216",$$
Tea Plus,155,bubbletea,3.0,"37.72973,-122.40418",$
Cuppa,172,"bubbletea,juicebars,icecream",3.5,"37.73429,-122.43417",$
Milktopia,55,"bubbletea,icecream",4.0,"37.742812717526185,-122.4785801",$$
1011 Sip Tea,250,"bubbletea,coffee",4.0,"37.76314,-122.48084",$$
Teazo,174,"bubbletea,juicebars,pancakes",3.5,"37.74311,-122.47766",$
Happy Lemon,134,"bubbletea,juicebars",4.5,"37.771535990959244,-122.3914588",$$
Milk Tea Lab,80,bubbletea,4.0,"37.7638974662094,-122.4670802",$$
Tasty Pot,390,"taiwanese,bubbletea,hotpot",3.5,"37.700897,-122.484402",$$
Bobaville,63,bubbletea,4.0,"37.75277,-122.50458",
Little Heaven,239,"creperies,bubbletea,juicebars",4.5,"37.75948,-122.41943",$
Yi Fang Taiwan Fruit Tea,340,"bubbletea,juicebars",3.5,"37.72790660833677,-122.4772207257044",$$
Tea FM,176,"bubbletea,coffee,juicebars",3.5,"37.72765884330624,-122.47706412674631",$
BB Tea ,371,"bubbletea,coffee",4.0,"37.7542929,-122.4779253",$$
QualiTea,281,bubbletea,4.0,"37.760835,-122.4333314",$$
Tea & Others,230,bubbletea,4.0,"37.77152,-122.43688",$$
Dinosaurs,443,"vietnamese,sandwiches",4.0,"37.6338052,-122.4887896",$$
Rooster & Rice,83,"chickenshop,thai",3.0,"37.727883,-122.476875",$$
Cantata Coffee Company,299,coffee,4.0,"37.7696739,-122.4504544",$
Cherry Blossom Bakery,164,"bakeries,bubbletea,desserts",3.5,"37.7246668748513,-122.459096722305",$
Foam Tea House,217,"bubbletea,desserts,coffee",4.0,"37.7424899,-122.48508",$
Brew Cha,421,"bubbletea,coffee,catering",4.0,"37.7619,-122.41998",$$
Wake Cup,75,"coffee,sandwiches,bubbletea",4.5,"37.7701539,-122.446699",$
Glaze Donuts,96,"donuts,breakfast_brunch,bagels",4.0,"37.72624,-122.43327",$
Spark Social SF,504,foodtrucks,4.5,"37.770766,-122.391694",$$
Little Sweet - Inner Sunset,278,"bubbletea,coffee,juicebars",4.0,"37.76493,-122.46665",$$
Quickly,255,"juicebars,asianfusion,bubbletea",2.5,"37.6389399219902,-122.421132050401",$
5 Degree Tea House,154,bubbletea,3.0,"37.7297882161009,-122.404394377602",$
J&J Bakery,161,"bakeries,customcakes,cupcakes",3.5,"37.65563,-122.41067",$
Bubble Queen,46,bubbletea,4.0,"37.77713,-122.39217",
Geneva Bakery,69,bakeries,3.5,"37.7162099,-122.43993",$
Dumpling Time,2532,"dimsum,asianfusion",4.0,"37.7697533,-122.4022546",$$
San Tung,7843,"chinese,chicken_wings,noodles",4.0,"37.76378306790313,-122.46900735179602",$$
YM TEA,4,bubbletea,3.5,"37.73206,-122.47348",
Mr Szechuan,473,"chinese,bubbletea,shavedice",4.5,"37.74331,-122.47544",$$
TJ Cups,337,"bubbletea,juicebars,coffee",4.0,"37.75339,-122.48993",$
Boba Guys,393,bubbletea,4.0,"37.7665676429306,-122.397055947925",$$
Z-One Food,8,bubbletea,4.0,"37.76353,-122.48113",
Balboa Ice Cream,77,"juicebars,icecream",4.5,"37.728152,-122.440834",
Quarters Teahouse,28,"bubbletea,hotdogs,taiwanese",4.5,"37.74278,-122.47815",$
Uncle Sharkii Poke Bar,20,"hawaiian,bubbletea,seafood",3.5,"37.63692,-122.41902",
Lilikoi,1,bubbletea,5.0,"37.77669114153179,-122.4163090810946",
Quickly,100,"bubbletea,desserts,coffee",2.0,"37.72780289398843,-122.47680777070146",$
b&b - Banh Mi & Boba,327,"bubbletea,sandwiches",4.0,"37.76378,-122.47569",$
SimplexiTea,151,"coffee,bubbletea",4.5,"37.775968,-122.417108",$$
El Farolito,5331,mexican,4.0,"37.75265,-122.41812",$
House of Dim Sum,17,"dimsum,bubbletea,noodles",4.0,"37.75552,-122.41955",
Mr Pollo,646,newamerican,4.5,"37.75195,-122.41812",$$$
Chef Li's Cafe,173,"chinese,bbq",4.0,"37.72718,-122.40375",$$
The Night Market,543,"hkcafe,dimsum,cantonese",3.5,"37.647744,-122.420514",$$
Yi Fang Taiwan Fruit Tea,160,"bubbletea,juicebars",4.5,"37.76385,-122.46497",$$
Happy Cow Creamery & Tea,86,"bubbletea,icecream,creperies",4.0,"37.76059,-122.38812",$
Beanery,340,coffee,4.0,"37.7638261367704,-122.466385270526",$
Quickly,400,"asianfusion,bubbletea,chickenshop",2.0,"37.6972087,-122.484005",$
Bun Mee,274,"vietnamese,sandwiches,breakfast_brunch",3.5,"37.6199763278485,-122.387847527862",$$
Golden Island Cafe,926,"desserts,juicebars,cafes",3.5,"37.75436,-122.47783",$
Virtual TeaKup SF,53,bubbletea,4.0,"37.770680861108374,-122.39146109329887",$$
Banhwich,282,"vietnamese,sandwiches",4.0,"37.7427879,-122.478063",$
Lime Tree Southeast Asian Kitchen,1558,"malaysian,indonesian,noodles",4.0,"37.764337,-122.462736",$$
Boba Guys,584,"coffee,bubbletea",4.0,"37.772945,-122.423476",$
Quickly,246,"asianfusion,juicebars,bubbletea",2.0,"37.723262,-122.4537862",$
Eggettes,594,"desserts,bubbletea,juicebars",3.5,"37.753547668457,-122.497573852539",$
Boba Guys,152,"bubbletea,coffee",4.0,"37.7774106,-122.4381031",$$
Quickly,439,"asianfusion,juicebars,bubbletea",2.5,"37.7635499240053,-122.480735656075",$
SK TEA,26,"coffee,bubbletea",4.0,"37.763507,-122.482372",
Sunset Squares Slice Shop,44,"pizza,bubbletea,italian",3.5,"37.77469,-122.43802",
Kim Son Vietnamese Restaurant,781,"vietnamese,noodles",4.0,"37.77591,-122.49771",$$
iNoodle,31,"bubbletea,poke,asianfusion",2.5,"37.722429463512,-122.478599528869",$
Que Huong Vietnamese Deli,207,"vietnamese,delis",3.5,"37.7635133082029,-122.480929388825",$$
Sacred Grounds Coffee House,160,"coffee,sandwiches",3.5,"37.7732469785941,-122.450822991891",$
The Posh Bagel,168,"bagels,bakeries",3.0,"37.76109,-122.4347",$
Latte Express,120,"coffee,sandwiches,breakfast_brunch",3.5,"37.7777861058712,-122.395942434669",$
Quickly,25,"bubbletea,asianfusion,desserts",2.5,"37.7226190488396,-122.478832416236",$
Okaeri Japanese Bistro,138,"sushi,japanese",4.5,"37.75839,-122.41955",$$
Sheng Kee Bakery,443,"bakeries,desserts",3.5,"37.76323,-122.47888",$
Pho Huynh Hiep 2 - Kevin's Noodle House,1873,"vietnamese,noodles",4.0,"37.763338,-122.477795",$$
The Posh Bagel,204,"sandwiches,coffee,bagels",3.0,"37.7643,-122.46588",$
Sunset Strip Liquor Store,21,beer_and_wine,3.5,"37.7608795166016,-122.490013122559",$
Tea Era,1640,"coffee,bubbletea",4.0,"37.3929561,-122.0792811",$
Boba Bliss,323,"bubbletea,coffee,juicebars",4.5,"37.40144035372608,-122.1129897",$$
Ume Tea - Mountain View,38,bubbletea,4.0,"37.39368082578452,-122.0794569077081",$$
Yi Fang Taiwan Fruit Tea,85,"bubbletea,coffee",4.0,"37.39444325470864,-122.078274",
Teaspoon,986,"coffee,shavedice,bubbletea",4.0,"37.401254171244,-122.114469291963",$$
Teacub Boba & Snack,184,"bubbletea,cafes,juicebars",4.0,"37.378628,-122.070857",$
Boba Guys,538,bubbletea,4.0,"37.43844,-122.159",$$
Happy Lemon,48,"bubbletea,tea,desserts",4.0,"37.39368635050309,-122.07837493798311",$$
Onemore,77,bubbletea,4.0,"37.40667,-122.10709",$$
Teaspoon,41,"bubbletea,coffee",3.5,"37.394717,-122.07879",$$
Pop Tea Bar,298,"bubbletea,coffee,sandwiches",4.0,"37.42655,-122.14632",$
Rabbit Rabbit Cream,148,"icecream,coffee,bubbletea",4.0,"37.4441,-122.16997",$$
Verde Tea Cafe,1139,cafes,3.5,"37.39423,-122.07954",$
Mr. Sun Tea - Mountain View,92,"bubbletea,coffee,juicebars",3.5,"37.38558,-122.08427",$$
HE&C TEA+POT,13,"hotpot,bubbletea",4.5,"37.44397,-122.16209",
Boba Guys,40,bubbletea,4.0,"37.37863882139123,-122.1182382",
Tong Sui,44,"bubbletea,desserts,juicebars",4.5,"37.445243,-122.160991",
ZERO&,183,"bubbletea,coffee",4.0,"37.4441,-122.16997",
Mr. Sun Tea - Palo Alto,48,"bubbletea,coffee,juicebars",4.0,"37.44741030551034,-122.1598543716518",$$
Teaspoon,174,"coffee,bubbletea,shavedice",3.5,"37.434085,-122.129446",$$
Ume Tea,97,bubbletea,4.0,"37.42613375761519,-122.144726225448",
Tea Annie,186,"bubbletea,tea,juicebars",4.0,"37.3723,-122.08801",$
Mochi Waffle Corner ,60,"waffles,bubbletea,juicebars",4.5,"37.37566,-122.06196",$
Ocha Tea Café & Restaurant,617,"coffee,taiwanese,asianfusion",3.5,"37.3770405227974,-122.076683293475",$$
Wanpo Tea Shop,222,bubbletea,3.5,"37.44269358440173,-122.17261271244202",$$
Gong Cha,375,bubbletea,4.0,"37.447628,-122.160728",$$
Te'Amo Boba Tea x Mochi Donut,183,"bubbletea,donuts,juicebars",3.5,"37.41319,-122.12512",$$
Tea Time,421,"coffee,tea,sandwiches",3.5,"37.4446105957031,-122.161544799805",$$
T4,75,bubbletea,3.5,"37.37982,-122.11459",$$
Kung Fu Tea,111,"bubbletea,coffee,juicebars",4.0,"37.446081,-122.16099",$
T4,383,"juicebars,coffee,bubbletea",3.5,"37.44451,-122.16337",$$
Icicles- Mountain View,229,"icecream,desserts",4.0,"37.39281,-122.07986",$$
The Posh Bagel,165,"bakeries,bubbletea,breakfast_brunch",3.5,"37.37844,-122.11704",$
3 Kingdoms Hot Pot,91,"chinese,hotpot",4.0,"37.39474823450801,-122.0788399",$$$
Green Bakery & Café,248,"bakeries,coffee,vietnamese",3.5,"37.360611,-122.096493",$$
Coupa Cafe,1384,"coffee,breakfast_brunch,venezuelan",3.5,"37.444682,-122.161533",$
Panda Express,165,"chinese,hotdogs,bubbletea",2.0,"37.390983766688,-122.095294088779",$$
House of Bagels,250,"bagels,breakfast_brunch,sandwiches",4.0,"37.3728363341,-122.087428048",$
Coupa Cafe - Green Library,147,"coffee,cafes,sandwiches",3.5,"37.426249336151,-122.167067527771",$
L&L Hawaiian Barbecue,286,"hawaiian,bbq",2.5,"37.416646,-122.130472",$
Queen House,880,"chinese,taiwanese",3.5,"37.39289,-122.07914",$$
Posh Bagel,112,"coffee,breakfast_brunch,bagels",3.0,"37.379771,-122.074887",$
Charley Noodle & Grill,262,"noodles,ramen,chinese",4.0,"37.37962,-122.11695",$$
Pho To Chau,833,vietnamese,4.0,"37.393913,-122.079711",$$
Pho Banh Mi,223,"vietnamese,sandwiches,juicebars",3.5,"37.44738,-122.16053",$$
Boba Guys - Los Altos,1,bubbletea,5.0,"37.378826550730324,-122.11825965767011",
My Tasties,10,"bubbletea,japanese,asianfusion",2.5,"37.46577,-122.15674",$$
Ray's Grill,113,"bars,burgers,mexican",3.0,"37.4237783,-122.1589867",$
Little Sweet - Inner Richmond,856,"bubbletea,coffee,juicebars",4.0,"37.781425,-122.4608022",$$
Tea Hut,522,"bubbletea,juicebars,tea",4.0,"37.78783,-122.44073",$$
Fifty / Fifty Coffee and Tea,477,coffee,4.0,"37.7815834538614,-122.45301963519152",$
Lilikoi,227,"bubbletea,coffee,donuts",4.5,"37.79827,-122.43548",$$
Boba Guys,753,"cafes,bubbletea,tea",4.0,"37.78365,-122.43247",$
T Phoenix,81,"bubbletea,tea",4.0,"37.78289638689424,-122.46826347116397",$$
Little Sweet - Japantown,25,"bubbletea,tea,coffee",4.0,"37.78497,-122.43068",
Wanpo Tea Shop,42,bubbletea,4.0,"37.606076,-122.398015",$$
BAMBU,638,"juicebars,bubbletea,vietnamese",4.0,"37.7804,-122.48458",$
Teaspoon,638,"desserts,bubbletea,tea",4.0,"37.7963159707234,-122.421975955367",$$
Matcha Cafe Maiko,1307,"coffee,icecream,bubbletea",4.5,"37.785051,-122.432095",$$
Sharetea,133,"bubbletea,coffee,juicebars",3.0,"37.78403945466948,-122.40738567024876",$
